id,customer_id,order_number,total_amount,status,order_date
760,909197,order_number_db12fdde,22022.59,status_ee60f97a,2023-04-14
761,6273479,order_number_d040a91f,67680.85,status_a8c87727,2022-08-06
762,6378733,order_number_97b4cb73,34677.80,status_880885c1,2021-10-24
763,4653506,order_number_2e90c7df,96175.16,status_9d52543e,2024-07-14
764,1963718,order_number_840bf14b,56764.43,status_d507def1,2021-10-23
765,1535543,order_number_34ce392c,38851.93,status_cd63693c,2025-08-26
766,8495888,order_number_7c7bc47d,23782.79,status_34cb970b,2017-10-09
767,2017221,order_number_65b2bd0,6989.99,status_12feeaaf,2023-03-15
768,5468339,order_number_8444e100,96531.43,status_f71e16e0,2024-09-21
769,1053281,order_number_49281b41,89484.67,status_d7606232,2018-08-07
770,9326935,order_number_431629ff,24508.34,status_bbee3ac,2019-12-14
771,6739163,order_number_cf2d1fd,40242.50,status_699cfbaf,2020-07-09
772,5775529,order_number_7bbeb8ae,922.59,status_a6bc371d,2016-08-28
773,8295566,order_number_4faae352,32933.35,status_379ec98c,2026-01-07
774,891663,order_number_cfd42b57,15106.80,status_4a4f30cc,2024-03-06
775,9464102,order_number_56423d29,68053.31,status_8f4deb36,2019-04-15
776,2964554,order_number_b8617f8e,63196.33,status_8312e289,2023-10-30
777,6454607,order_number_57a5d0c3,708.75,status_296024bc,2020-12-13
778,1972125,order_number_d93639cd,13065.19,status_9c56912,2018-11-22
779,2604357,order_number_11880559,84545.30,status_5cd8e77e,2021-04-25
780,8001299,order_number_7b1ce1ef,97572.66,status_fd333908,2020-05-21
781,5959197,order_number_d388c222,37735.25,status_60b95b17,2018-03-27
782,2951084,order_number_e6371f3b,64354.11,status_a1bc5441,2019-09-19
783,4355277,order_number_d51aed32,95879.16,status_940730f,2025-08-29
784,2374298,order_number_7120d001,17295.45,status_36a34dc5,2025-10-29
785,3260154,order_number_aef05323,47042.53,status_1ff0d8fa,2025-06-27
786,5395135,order_number_2829a7f9,65149.24,status_472a6b17,2025-04-04
787,88884,order_number_817f9796,9792.77,status_9b3f3c09,2022-08-30
788,7932413,order_number_e61cfde1,24140.92,status_2c4dfa5,2025-10-22
789,2119266,order_number_de3e20de,77441.02,status_48bcbe3b,2022-08-27
790,1753566,order_number_e1a3cc0d,82800.01,status_f3e3a363,2024-02-14
791,8764538,order_number_e495797f,95852.95,status_8fd38cb2,2025-03-17
792,3822907,order_number_fe5750e6,63030.14,status_8556d009,2020-06-04
793,6702746,order_number_bc917046,65224.59,status_395f83d3,2019-08-27
794,6279497,order_number_24708391,18476.89,status_e16f5067,2021-05-21
795,5104523,order_number_93dce41c,31829.22,status_de99e141,2020-02-18
796,9516687,order_number_3156862b,70995.51,status_721813c9,2019-06-07
797,1823229,order_number_4c56b2ea,16855.52,status_4f18c4cb,2019-03-02
798,2242498,order_number_922cb264,48230.99,status_d22736e,2022-03-20
799,616067,order_number_d4f0432a,21842.90,status_86dc6eea,2024-09-04
800,3368445,order_number_35179e5e,19624.89,status_120d1a6e,2026-02-18
801,8356742,order_number_f482a5f1,87215.57,status_36831665,2023-08-15
802,3392475,order_number_214ad716,33653.16,status_66df18ae,2025-04-14
803,3534941,order_number_f57eeb96,50752.64,status_82ea82b,2020-07-29
804,9428329,order_number_c789dac9,1858.98,status_645ee7b0,2022-04-03
805,8715097,order_number_7f280750,80341.51,status_ea871b8c,2023-03-12
806,2395420,order_number_c9fc690f,47863.72,status_e7e59c60,2020-07-21
807,2333486,order_number_5ca81652,1315.22,status_88690a56,2017-01-08
808,398339,order_number_d9e579f,96183.47,status_697d5b31,2022-12-15
809,107119,order_number_87ad1d4f,94280.05,status_72c73f7f,2022-10-20
810,4109439,order_number_2f2f1200,80579.05,status_e80cf41f,2026-02-05
811,9087973,order_number_76c0e376,97902.69,status_ec22c061,2021-01-23
812,7367420,order_number_25d58f8a,88309.93,status_995c6279,2017-10-27
813,8324599,order_number_c5b88c3d,96157.85,status_560ec3ba,2016-11-11
814,701518,order_number_86a72e8c,79303.26,status_85bb587f,2022-12-30
815,5847197,order_number_8e988198,87046.50,status_179be6eb,2025-09-16
816,630998,order_number_ad1e5473,87788.42,status_df8e1133,2020-10-08
817,3622048,order_number_883b3670,49819.46,status_f3a20d26,2021-11-30
818,2619078,order_number_b884238,37535.19,status_dc58eaf0,2025-08-18
819,4840716,order_number_bc71d56e,22084.96,status_c1ac7d90,2017-07-03
820,3987181,order_number_394f0991,25987.93,status_23e1dba7,2016-11-09
821,5928942,order_number_90072281,8176.43,status_e28d5c82,2022-03-24
822,1417396,order_number_6f8f4a91,38956.30,status_75f233d2,2022-09-23
823,4766776,order_number_6f6a3da3,80169.17,status_59f9516f,2023-07-15
824,6845707,order_number_a9c32ab6,4803.83,status_4a536f78,2018-02-01
825,7761932,order_number_5569a3c6,12161.56,status_4f7a5e12,2020-10-26
826,7517336,order_number_fc221d9e,16000.35,status_db9894da,2016-07-13
827,5968024,order_number_3a214ef7,15480.00,status_2ca96cf9,2020-09-04
828,251530,order_number_e5f46cd7,10526.01,status_d3b1e6a0,2020-03-20
829,9516084,order_number_a6814111,24005.51,status_836c3c88,2017-03-17
830,9549241,order_number_44623f86,37569.30,status_3d030ba5,2020-09-12
831,7541414,order_number_936da49b,95555.23,status_215bd8fe,2016-04-09
832,4144570,order_number_808003da,53688.75,status_7fc250aa,2019-07-14
833,6044008,order_number_b6c615a8,35250.21,status_1f452330,2022-03-26
834,6823894,order_number_77e8db83,32954.60,status_cf41e09b,2016-06-15
835,789961,order_number_1fff20cc,98142.69,status_b66ebaf3,2018-02-01
836,1842120,order_number_542dd9a5,18520.20,status_dbf6ce30,2017-08-25
837,8642396,order_number_e9b5a886,79973.01,status_ac675b61,2019-10-21
838,1165898,order_number_9f4cc07,14690.22,status_c441e08,2017-04-28
839,2049848,order_number_ee3f39af,76188.02,status_7e061c86,2021-02-04
840,7168739,order_number_b580c265,40851.53,status_dd65ba96,2020-12-11
841,4349664,order_number_550975d1,6292.30,status_595f7120,2020-07-23
842,8928867,order_number_9de2de2e,32983.47,status_55b5eb76,2024-10-01
843,7448,order_number_42cc2e6e,57829.76,status_c4e9e866,2016-05-01
844,9217288,order_number_2f53fa1c,3005.64,status_13baa005,2024-11-11
845,8118991,order_number_a091a69d,99223.89,status_ad8c0b17,2017-01-20
846,8459561,order_number_f03bc64,77856.45,status_6da3294e,2020-09-18
847,3603511,order_number_35d44091,8191.42,status_d587e84c,2019-07-17
848,4513260,order_number_f153776f,71172.82,status_bba4f1ab,2024-10-09
849,8042382,order_number_3cfbb2e0,44907.33,status_b76b61b7,2018-03-22
850,5131451,order_number_328a2c59,14940.74,status_a289e8b0,2023-05-25
851,10130,order_number_589a4da0,79100.08,status_b067d04f,2025-07-14
852,4120046,order_number_64f1dfaf,73944.19,status_c40ec833,2018-07-22
853,7582326,order_number_15b6e9b6,99361.89,status_69d581aa,2018-06-12
854,2087479,order_number_459f8c23,68190.45,status_b3649b90,2021-05-09
855,8738492,order_number_eacd64f7,42580.13,status_186ca368,2016-12-14
856,4415916,order_number_9e202827,59797.67,status_80681c80,2018-06-30
857,3318833,order_number_cf0f1bd8,98188.08,status_2435c57c,2024-10-26
858,2284446,order_number_2aebbab3,42243.99,status_2eec1913,2017-07-19
859,3491461,order_number_315935e9,92214.44,status_8197fd41,2025-02-08
860,7499364,order_number_31b830a5,92138.18,status_45d13caf,2022-02-14
861,5557491,order_number_36b7e458,70616.25,status_8c0d328b,2019-11-06
862,3190091,order_number_e948d77b,51838.58,status_2025d22a,2020-07-09
863,4418438,order_number_402d721a,93564.73,status_25e90d43,2016-08-30
864,2637837,order_number_1184e34d,69644.97,status_f29774d,2016-11-07
865,4890735,order_number_eca14b9f,10319.26,status_21eaa52d,2019-04-26
866,3430980,order_number_b432855d,12068.41,status_d82d26d,2022-08-10
867,478866,order_number_d66e8017,28318.68,status_22a24edf,2018-09-06
868,2139193,order_number_5e57a59a,59770.68,status_b73d38d6,2020-10-25
869,6480942,order_number_1248c0aa,94440.20,status_3cd4f821,2021-11-17
870,9393010,order_number_fd039cd8,56317.30,status_d7a0693a,2020-10-02
871,8588592,order_number_bcd21a38,56389.02,status_b9fe4b1e,2024-04-24
872,8908175,order_number_30ec26b6,27804.85,status_96c1176f,2023-08-07
873,5061253,order_number_5a0fa481,24014.20,status_241e9339,2024-01-11
874,1280393,order_number_2584796f,26770.81,status_ad639710,2020-08-02
875,9511797,order_number_b8d6b5b9,82725.80,status_6764ef65,2018-01-15
876,8273958,order_number_7bb8d6fe,42432.31,status_cfb588e5,2017-07-24
877,6274130,order_number_74b2e3f9,5748.42,status_d4010d46,2019-08-21
878,925932,order_number_d7e74e5b,12335.21,status_bcec9b26,2018-05-08
879,8779305,order_number_894cce14,70197.43,status_67c8458b,2024-10-19
880,2863732,order_number_b77394ce,61592.56,status_37793ee7,2018-08-22
881,2823187,order_number_2b0d5bac,84018.18,status_fc72cd45,2019-06-03
882,5125436,order_number_61572e73,50817.05,status_48003d51,2025-03-10
883,1404308,order_number_498d70a2,62820.07,status_4230991f,2023-01-11
884,7486408,order_number_b3475a92,6030.05,status_4e766580,2020-03-22
885,3940,order_number_7c190237,19676.91,status_ea7d6c9,2018-11-18
886,8919961,order_number_b9f1b359,25037.83,status_6f40b015,2023-01-14
887,6291410,order_number_ecf9a473,43324.27,status_1eed55f3,2021-10-24
888,9921381,order_number_d5b8fa0f,29499.92,status_ae393fd9,2021-04-24
889,4965320,order_number_a4e914b3,60289.85,status_b3da2da9,2020-06-30
890,9550033,order_number_daa26fe7,48302.70,status_1e28270a,2019-09-17
891,4199404,order_number_843a8a6b,31187.85,status_c3992bee,2020-12-29
892,4554453,order_number_5d4630ef,97383.60,status_af1cdf2e,2024-09-06
893,9373484,order_number_d059c177,45799.00,status_fa8d7ceb,2018-09-04
894,8718991,order_number_3e2299da,83876.38,status_9a6b7d73,2025-01-21
895,5902713,order_number_8572519f,59666.38,status_90654411,2017-06-25
896,802761,order_number_cd23a28d,3633.12,status_1bd4f00f,2020-07-23
897,6644319,order_number_50b00d0e,90210.92,status_7dc4ecf2,2025-03-20
898,6677367,order_number_b99696be,79848.08,status_87b891b,2017-04-17
899,745366,order_number_18625bef,48037.08,status_253092c8,2019-11-15
900,1604358,order_number_4638301,39599.93,status_b531d9d9,2019-04-06
901,4176358,order_number_349eed74,99157.31,status_6d154e5,2017-12-11
902,6839052,order_number_7226581a,27430.36,status_cc87f570,2022-04-13
903,8641426,order_number_43bb2ee5,95445.23,status_740d9374,2016-10-20
904,7863234,order_number_697fff6c,88448.10,status_21ceac75,2023-10-03
905,75032,order_number_fd5cd796,55287.23,status_ddb93360,2017-07-13
906,8455015,order_number_7abcb2dd,93215.11,status_b7eec2e3,2019-12-16
907,7680331,order_number_f9970ccf,69799.36,status_1841f937,2018-04-03
908,4160185,order_number_cb01af86,52476.98,status_fe269851,2023-08-24
909,2389864,order_number_6ae73b0a,88272.28,status_81031a5e,2017-07-16
910,3122913,order_number_67151e09,8517.88,status_f6a7c67f,2023-02-27
911,7547366,order_number_32c85219,95683.91,status_35c120ff,2025-09-30
912,7961333,order_number_d5039c66,35692.82,status_e819ec9c,2019-09-11
913,2851356,order_number_307fa80b,58292.87,status_9b1e7a67,2024-09-24
914,8470477,order_number_daa6849f,69434.98,status_533bc5c9,2021-08-22
915,6725565,order_number_3368f2ee,73015.53,status_e2e350d7,2025-05-23
916,2996606,order_number_4beba892,44222.44,status_1f70d7c7,2018-05-20
917,1295392,order_number_dc189bb9,15463.41,status_3505f8f7,2020-06-14
918,5002473,order_number_320d16cc,55806.46,status_aa730ad9,2023-10-23
919,255735,order_number_7b38b50f,89119.36,status_ede9106b,2021-08-02
920,4339583,order_number_340f6549,37437.93,status_31ac663a,2023-01-13
921,470513,order_number_fa0e2e90,51672.03,status_ba41be30,2016-12-20
922,7812346,order_number_ef944654,85551.95,status_e65f8cb8,2020-10-19
923,6046693,order_number_ea1401f3,44187.76,status_7ef326da,2020-01-21
924,483732,order_number_d6aa10d,53683.72,status_e4b47b54,2022-01-22
925,3706605,order_number_29692127,64370.45,status_ed6765c2,2021-12-09
926,2502819,order_number_8ead5a3c,891.03,status_afb07fa,2018-07-18
927,2629593,order_number_656d22,59039.14,status_bebd09c1,2019-05-20
928,8505710,order_number_bf463b74,47925.29,status_6febc0a7,2017-07-08
929,7763897,order_number_4e49032c,87251.81,status_64d87f18,2022-03-02
930,9832969,order_number_f9b645bc,26280.16,status_5981a39c,2018-05-25
931,216810,order_number_75284acc,7238.21,status_efd8c985,2025-12-21
932,8424183,order_number_72f30a31,52070.64,status_828c772,2016-07-23
933,1822109,order_number_b62c709d,73487.28,status_310fc8c4,2017-06-09
934,2391824,order_number_a8b7ae64,34434.66,status_433dfe21,2016-10-12
935,4992951,order_number_5322f2af,35677.15,status_bca8c6e2,2017-11-16
936,8823081,order_number_b3cddb5f,686.38,status_c745d85f,2022-10-08
937,9175695,order_number_eee4a149,10932.28,status_7788932e,2024-10-03
938,3153929,order_number_b1f04d8e,19936.34,status_5ce3bee8,2017-10-28
939,336176,order_number_7dab8b28,50546.21,status_5d1cbdb3,2017-01-09
940,9828371,order_number_c6dee10e,39812.04,status_3da72d80,2020-08-31
941,9308410,order_number_5b53c687,2822.21,status_d272f679,2019-04-11
942,3753270,order_number_fd5f1906,71471.49,status_291a07d2,2019-12-24
943,9095987,order_number_8ed27898,33321.88,status_6d8cf101,2022-06-02
944,3177096,order_number_6ad01212,49980.27,status_31819285,2021-07-09
945,9883429,order_number_8ae3f336,14008.49,status_4d3ac7b6,2022-09-23
946,7111398,order_number_b644def6,88953.31,status_e7b76312,2017-05-09
947,9497537,order_number_fd71ccfa,65243.11,status_312f844f,2024-10-19
948,3352709,order_number_7aeb4c08,97723.26,status_9f11a740,2023-09-04
949,4398736,order_number_d02e89f7,93474.09,status_b3a6794e,2024-12-25
950,2824479,order_number_c8094114,44350.37,status_7fad0955,2023-08-27
951,7215854,order_number_5a153c3,22185.38,status_a7d14e25,2021-01-19
952,5266111,order_number_3a9242aa,75073.47,status_5c96405c,2022-05-03
953,9472837,order_number_12d26da7,75142.40,status_5c3e52ab,2024-06-16
954,1328015,order_number_224e3b10,92094.98,status_8ff79c13,2020-03-21
955,2689164,order_number_e9ab15fb,15525.90,status_84f4afdc,2024-05-09
956,2476710,order_number_1b6f8856,72070.96,status_76fea25a,2023-01-28
957,3314391,order_number_e6397020,96964.47,status_8a03ab26,2022-11-06
958,644697,order_number_988a039,2051.38,status_105fb036,2025-02-06
959,7419262,order_number_6914729a,1350.80,status_2f7e3eaa,2025-12-20
960,4094870,order_number_6cb93bda,42231.64,status_8f1792cd,2019-12-05
961,8576775,order_number_4d4bbb31,83740.87,status_4c831436,2023-07-17
962,7344565,order_number_696b3c70,94185.37,status_21a4c4ea,2023-01-24
963,6533577,order_number_36e42726,30207.69,status_81e849ef,2025-05-28
964,5593427,order_number_a6832782,90407.44,status_cd87bd8,2019-10-16
965,4564117,order_number_800a2fdd,12591.74,status_6b3b9ed8,2020-11-01
966,215946,order_number_ec158450,76736.45,status_8e1982c4,2021-01-29
967,9260682,order_number_5c3de48c,24760.70,status_dcd38abf,2021-03-10
968,2368376,order_number_968f5d65,22515.89,status_bd841de6,2023-07-02
969,2563209,order_number_7dfef7d1,26609.34,status_5970a83a,2017-10-16
970,2240432,order_number_2786009c,29730.40,status_74005f18,2022-11-15
971,7761773,order_number_c0f84c3c,32555.29,status_1df488b1,2025-12-19
972,7350975,order_number_5899cee,19206.58,status_73de8baa,2018-08-27
973,3466734,order_number_2da5c529,16874.14,status_8502d9ad,2017-11-18
974,261388,order_number_118be0e9,82399.28,status_ea5bff95,2018-12-11
975,3619739,order_number_153a7189,27227.90,status_5d127fe8,2018-11-29
976,9463428,order_number_f9630da7,13573.88,status_16046c58,2017-11-24
977,7561658,order_number_6f9b7c65,45238.87,status_152047cb,2020-08-24
978,5549928,order_number_d49a618d,29252.62,status_8ba6fa23,2019-10-03
979,1591161,order_number_75b23b40,12671.08,status_a54dd460,2016-04-05
980,358905,order_number_4cd91b4b,85368.47,status_74b5c022,2018-05-27
981,4522654,order_number_92cf44a6,99324.02,status_8fbadce4,2018-09-16
982,1624140,order_number_3cb3f0c9,36358.52,status_7042ccff,2022-09-17
983,6031339,order_number_e3d54187,1845.39,status_bb715e7b,2022-12-28
984,4709748,order_number_42537f0c,10588.77,status_9a68a2f6,2022-05-10
985,9618842,order_number_67553a2f,30947.67,status_fdff7ab0,2023-02-14
986,5220215,order_number_16623f34,51475.49,status_a0a62b15,2021-04-22
987,2455434,order_number_ed1a03fa,93258.27,status_efeb1ccc,2020-01-11
988,3935582,order_number_2272c222,91570.34,status_7776c977,2019-11-20
989,1849770,order_number_2e1d3f19,33346.86,status_53bf7f30,2025-08-01
990,7614988,order_number_c19ba769,42092.14,status_9da6f89e,2017-12-20
991,5693378,order_number_1b6f9401,93940.97,status_d56e1725,2022-12-18
992,6443292,order_number_a21c595,15396.60,status_ea72b43b,2021-05-03
993,8060210,order_number_76eea657,19336.49,status_cb2198e6,2016-07-23
994,8706429,order_number_d2cd98f2,10685.25,status_9fec93fc,2021-08-26
995,7578587,order_number_5eae0f76,45566.11,status_e1707edd,2020-11-26
996,5495198,order_number_42021b4d,60226.27,status_da67d544,2018-05-07
997,5137688,order_number_c1e3b4eb,9984.09,status_f83e1637,2021-11-18
998,3069494,order_number_3c46f274,41539.78,status_4ee346d3,2024-10-31
999,4948184,order_number_fe8a8775,99867.14,status_aaf65864,2021-06-27
1000,5721746,order_number_d6dc3c58,63505.29,status_22bb23c2,2023-02-14
